년월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,공항,도착_출발,정기_부정기,여객_화물,유임승객(명),무임승객(명),환승객(명),직화물(kg),환적화물(kg),우편물(kg),수하물(kg)
May-24,ESR,ZE,이스타 항공,국제,BKK,출발,정기,여객,4116,3,14,0,0,0,28231
May-24,ESR,ZE,이스타 항공,국제,CXR,도착,정기,여객,4293,26,2,0,0,0,43750
May-24,ESR,ZE,이스타 항공,국제,CXR,출발,정기,여객,4418,30,0,0,0,0,32222
May-24,ESR,ZE,이스타 항공,국제,DAD,도착,정기,여객,4468,22,2,0,0,0,41976
May-24,ESR,ZE,이스타 항공,국제,DAD,출발,정기,여객,4277,19,0,0,0,0,26694
May-24,ESR,ZE,이스타 항공,국제,FUK,도착,정기,여객,9594,39,1,0,0,0,79983
May-24,ESR,ZE,이스타 항공,국제,FUK,출발,정기,여객,10174,41,1,0,0,0,54011
May-24,ESR,ZE,이스타 항공,국제,KIX,도착,정기,여객,9917,17,0,0,0,0,88592
May-24,ESR,ZE,이스타 항공,국제,KIX,출발,정기,여객,10151,22,3,0,0,0,77097
May-24,ESR,ZE,이스타 항공,국제,NRT,도착,정기,여객,10302,13,0,0,0,0,84470
May-24,ESR,ZE,이스타 항공,국제,NRT,출발,정기,여객,10952,21,2,0,0,0,81368
May-24,ESR,ZE,이스타 항공,국제,PVG,도착,정기,여객,1373,0,0,0,0,0,7841
May-24,ESR,ZE,이스타 항공,국제,PVG,출발,정기,여객,2034,2,1,0,0,0,14092
May-24,ESR,ZE,이스타 항공,국제,TPE,도착,정기,여객,2961,9,0,0,0,0,22542
May-24,ESR,ZE,이스타 항공,국제,TPE,출발,정기,여객,2742,4,0,0,0,0,11008
May-24,ETD,EY,에티하드 항공,국제,AUH,도착,정기,여객,11182,24,296,506435,0,4244,203572
May-24,ETD,EY,에티하드 항공,국제,AUH,출발,정기,여객,11086,33,238,699585,3167,0,211337
May-24,ETH,ET,에티오피아 항공,국제,ADD,도착,정기,여객,3029,5,189,25202,0,220,74828
May-24,ETH,ET,에티오피아 항공,국제,ADD,출발,정기,여객,2652,10,133,93776,0,0,93275
May-24,ETH,ET,에티오피아 항공,국제,HKG,출발,정기,화물,0,0,0,322735,0,0,0
May-24,ETH,ET,에티오피아 항공,국제,NRT,도착,정기,여객,1764,8,2,0,0,0,22614
May-24,ETH,ET,에티오피아 항공,국제,NRT,출발,정기,여객,1626,6,5,0,0,0,19368
May-24,ETH,ET,에티오피아 항공,국제,OSL,도착,정기,화물,0,0,0,1050193,0,0,0
May-24,EVA,BR,에바항공,국제,KHH,도착,정기,여객,2305,15,5,1009,0,0,26280
May-24,EVA,BR,에바항공,국제,KHH,출발,정기,여객,2322,16,58,1200,0,0,40211
May-24,EVA,BR,에바항공,국제,TPE,도착,정기,여객,15444,81,276,718345,0,15239,191064
May-24,EVA,BR,에바항공,국제,TPE,출발,정기,여객,14489,82,398,367902,0,0,248119
May-24,FDX,FX,FedEX항공,국제,ANC,도착,정기,화물,0,0,0,628713,201275,0,0
May-24,FDX,FX,FedEX항공,국제,ANC,출발,정기,화물,0,0,0,1108259,253983,0,0
May-24,FDX,FX,FedEX항공,국제,CAN,도착,정기,화물,0,0,0,1246679,200220,0,0
May-24,FDX,FX,FedEX항공,국제,CAN,출발,정기,화물,0,0,0,970628,216298,0,0
May-24,FDX,FX,FedEX항공,국제,HKG,출발,정기,화물,0,0,0,355593,309401,0,0
May-24,FDX,FX,FedEX항공,국제,KIX,출발,정기,화물,0,0,0,17253,0,0,0
May-24,FDX,FX,FedEX항공,국제,MEM,도착,정기,화물,0,0,0,236751,92179,0,0
May-24,FDX,FX,FedEX항공,국제,MEM,도착,부정기,화물,0,0,0,16708,0,0,0
May-24,FDX,FX,FedEX항공,국제,NRT,도착,정기,화물,0,0,0,677887,425394,0,0
May-24,FDX,FX,FedEX항공,국제,PEK,도착,정기,화물,0,0,0,246639,143257,0,0
May-24,FDX,FX,FedEX항공,국제,PEK,출발,정기,화물,0,0,0,62272,57152,0,0
May-24,FDX,FX,FedEX항공,국제,PVG,출발,정기,화물,0,0,0,91896,2456,0,0
May-24,FDX,FX,FedEX항공,국제,SZX,출발,정기,화물,0,0,0,115921,106806,0,0
May-24,FIN,AY,핀에어,국제,HEL,도착,정기,여객,8681,24,69,584694,0,2143,145204
May-24,FIN,AY,핀에어,국제,HEL,출발,정기,여객,9270,30,123,441671,0,0,164215
May-24,GCR,GS,톈진(천진) 에어라인,국제,TSN,도착,정기,여객,2842,4,3,2513,0,0,29131
May-24,GCR,GS,톈진(천진) 에어라인,국제,TSN,출발,정기,여객,3228,5,6,3065,0,0,41496
May-24,GCR,GS,톈진(천진) 에어라인,국제,UYN,도착,부정기,여객,1009,0,0,0,0,0,5205
May-24,GCR,GS,톈진(천진) 에어라인,국제,UYN,출발,부정기,여객,1104,0,0,0,0,0,8931
May-24,GEC,LH,루프트한자항공,국제,FRA,도착,정기,화물,0,0,0,305938,0,569,0
May-24,GEC,LH,루프트한자항공,국제,FRA,출발,정기,화물,0,0,0,673110,0,7226,0
May-24,GIA,GA,가루다 인도네시아항공,국제,CGK,도착,정기,여객,3696,18,33,137559,0,36969,61770
May-24,GIA,GA,가루다 인도네시아항공,국제,CGK,출발,정기,여객,3420,23,31,96707,0,18639,76990
May-24,GIA,GA,가루다 인도네시아항공,국제,DPS,도착,정기,여객,3440,19,31,19180,0,3727,58785
May-24,GIA,GA,가루다 인도네시아항공,국제,DPS,출발,정기,여객,3521,15,25,114372,0,5289,50761
May-24,GTI,5Y,아틀라스항공,국제,AMS,도착,정기,화물,0,0,0,722968,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,AMS,도착,부정기,화물,0,0,0,333054,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,ANC,도착,정기,화물,0,0,0,5,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,ANC,출발,정기,화물,0,0,0,100271,2760,0,0
May-24,GTI,5Y,아틀라스항공,국제,BNA,도착,정기,화물,0,0,0,63946,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,CKG,출발,정기,화물,0,0,0,45252,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,DWC,출발,부정기,화물,0,0,0,112200,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,HHN,도착,정기,화물,0,0,0,6380,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,HKG,도착,정기,화물,0,0,0,76843,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,HKG,출발,정기,화물,0,0,0,45779,3188,0,0
May-24,GTI,5Y,아틀라스항공,국제,IND,도착,정기,화물,0,0,0,43092,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,JFK,도착,정기,화물,0,0,0,11419,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,LAX,도착,정기,화물,0,0,0,784260,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,LAX,도착,부정기,화물,0,0,0,47909,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,LGG,도착,정기,화물,0,0,0,434502,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,MIA,도착,정기,화물,0,0,0,166,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,ORD,도착,정기,화물,0,0,0,239867,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,ORD,출발,정기,화물,0,0,0,516602,20184,0,0
May-24,GTI,5Y,아틀라스항공,국제,PVG,출발,정기,화물,0,0,0,141126,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,RFD,도착,정기,화물,0,0,0,49810,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,XMN,출발,정기,화물,0,0,0,50174,0,0,0
May-24,GTI,5Y,아틀라스항공,국제,ZAZ,도착,정기,화물,0,0,0,51375,0,0,0
May-24,HAL,HA,하와이안 항공,국제,HNL,도착,정기,여객,5335,20,518,38328,0,1306,157780
May-24,HAL,HA,하와이안 항공,국제,HNL,출발,정기,여객,3905,14,679,309622,0,0,137678
May-24,HGB,HB,그레이터베이항공,국제,HKG,도착,정기,여객,3472,10,0,30610,0,530,26339
May-24,HGB,HB,그레이터베이항공,국제,HKG,도착,부정기,여객,144,0,0,2222,0,0,914
May-24,HGB,HB,그레이터베이항공,국제,HKG,출발,정기,여객,3856,4,1,23334,0,0,32983
May-24,HGB,HB,그레이터베이항공,국제,HKG,출발,부정기,여객,176,1,0,0,0,0,2063
May-24,HKE,UO,홍콩익스프레스,국제,HKG,도착,정기,여객,13960,29,1,22657,0,0,99135
May-24,HKE,UO,홍콩익스프레스,국제,HKG,출발,정기,여객,13363,23,1,18911,0,0,160137
May-24,HLF,I9,중국센트럴항공,국제,WUX,도착,부정기,화물,0,0,0,218866,0,0,0
May-24,HLF,I9,중국센트럴항공,국제,WUX,출발,부정기,화물,0,0,0,45152,0,0,0
May-24,HLF,I9,중국센트럴항공,국제,YNT,도착,부정기,화물,0,0,0,100133,0,0,0
May-24,HLF,I9,중국센트럴항공,국제,YNT,출발,부정기,화물,0,0,0,43883,0,0,0
May-24,HVN,VN,베트남항공,국제,CXR,도착,정기,여객,4715,66,3,5363,0,0,66022
May-24,HVN,VN,베트남항공,국제,CXR,출발,정기,여객,5148,68,3,0,0,0,54175
May-24,HVN,VN,베트남항공,국제,DAD,도착,정기,여객,4110,28,134,54727,0,42,62168
May-24,HVN,VN,베트남항공,국제,DAD,출발,정기,여객,4243,36,88,4362,0,0,47753
May-24,HVN,VN,베트남항공,국제,HAN,도착,정기,여객,13407,110,340,664206,0,142,274124
May-24,HVN,VN,베트남항공,국제,HAN,출발,정기,여객,14391,177,304,486536,0,0,293621
May-24,HVN,VN,베트남항공,국제,SGN,도착,정기,여객,11008,92,811,400231,0,425,243375
May-24,HVN,VN,베트남항공,국제,SGN,출발,정기,여객,11471,102,772,335157,0,0,215711
May-24,HYT,YG,원통화물항공,국제,NGB,도착,정기,화물,0,0,0,657278,0,0,0
May-24,HYT,YG,원통화물항공,국제,NGB,도착,부정기,화물,0,0,0,26933,0,0,0
May-24,HYT,YG,원통화물항공,국제,NGB,출발,정기,화물,0,0,0,345872,0,0,0
May-24,HYT,YG,원통화물항공,국제,NGB,출발,부정기,화물,0,0,0,8989,0,0,0
May-24,HYT,YG,원통화물항공,국제,WNZ,도착,부정기,화물,0,0,0,296389,0,0,0
May-24,HYT,YG,원통화물항공,국제,WNZ,출발,부정기,화물,0,0,0,215061,0,0,0
May-24,ICV,C8,카고룩스 이탈리아,국제,CGO,출발,정기,화물,0,0,0,32039,0,0,0
May-24,ICV,C8,카고룩스 이탈리아,국제,MXP,도착,정기,화물,0,0,0,521926,0,0,0
May-24,ICV,C8,카고룩스 이탈리아,국제,MXP,출발,정기,화물,0,0,0,529002,0,0,0
May-24,JAL,JL,일본항공,국제,NGO,도착,정기,화물,0,0,0,347679,698,0,0
May-24,JAL,JL,일본항공,국제,NRT,출발,정기,화물,0,0,0,674139,0,0,0
May-24,JJA,7C,제주항공,국내,CJU,도착,부정기,여객,181,1,0,0,0,0,729
May-24,JJA,7C,제주항공,국제,BKI,도착,정기,여객,4864,22,142,0,0,0,52650
May-24,JJA,7C,제주항공,국제,BKI,출발,정기,여객,4552,15,58,0,0,0,42988
May-24,JJA,7C,제주항공,국제,BKK,도착,정기,여객,9492,29,137,89213,0,0,93211
May-24,JJA,7C,제주항공,국제,BKK,출발,정기,여객,9471,27,161,2653,0,0,85513
May-24,JJA,7C,제주항공,국제,CEB,도착,정기,여객,9989,75,442,0,0,0,100968
May-24,JJA,7C,제주항공,국제,CEB,출발,정기,여객,10100,77,347,2223,208,0,93068
May-24,JJA,7C,제주항공,국제,CNX,도착,정기,여객,5068,5,65,0,0,0,57474
May-24,JJA,7C,제주항공,국제,CNX,출발,정기,여객,5216,13,108,0,0,0,51698
May-24,JJA,7C,제주항공,국제,CRK,도착,정기,여객,4979,16,137,8277,0,0,48508
May-24,JJA,7C,제주항공,국제,CRK,출발,정기,여객,4709,13,237,546,0,0,55278
May-24,JJA,7C,제주항공,국제,CTS,도착,정기,여객,5584,19,57,0,0,0,59688
May-24,JJA,7C,제주항공,국제,CTS,출발,정기,여객,5651,20,96,0,0,0,48615
May-24,JJA,7C,제주항공,국제,CXR,도착,정기,여객,8307,43,25,0,0,0,99479
May-24,JJA,7C,제주항공,국제,CXR,출발,정기,여객,9044,62,13,0,0,0,78031
May-24,JJA,7C,제주항공,국제,DAD,도착,정기,여객,10140,70,107,95299,0,0,112837
May-24,JJA,7C,제주항공,국제,DAD,출발,정기,여객,10282,71,96,3263,0,0,82597
May-24,JJA,7C,제주항공,국제,DLI,도착,정기,여객,3607,4,6,0,0,0,37615
May-24,JJA,7C,제주항공,국제,DLI,출발,정기,여객,4019,7,2,0,0,0,33975
May-24,JJA,7C,제주항공,국제,FSZ,도착,정기,여객,4879,19,11,0,0,0,49597
May-24,JJA,7C,제주항공,국제,FSZ,출발,정기,여객,4934,20,14,0,0,0,47703
May-24,JJA,7C,제주항공,국제,FUK,도착,정기,여객,26591,155,175,0,0,0,243961
May-24,JJA,7C,제주항공,국제,FUK,출발,정기,여객,26833,153,226,0,0,0,175235
May-24,JJA,7C,제주항공,국제,GUM,도착,정기,여객,8821,118,374,0,0,0,108640
May-24,JJA,7C,제주항공,국제,GUM,출발,정기,여객,8576,118,200,11593,1055,0,94684
May-24,JJA,7C,제주항공,국제,HAN,도착,정기,화물,0,0,0,493485,10493,0,0
May-24,JJA,7C,제주항공,국제,HAN,도착,정기,여객,4259,7,216,33994,0,0,45912
May-24,JJA,7C,제주항공,국제,HAN,출발,정기,화물,0,0,0,507764,1579,0,0
May-24,JJA,7C,제주항공,국제,HAN,출발,정기,여객,4344,10,114,22375,906,4533,42981
May-24,JJA,7C,제주항공,국제,HIJ,도착,정기,여객,8255,34,130,0,0,0,71405
May-24,JJA,7C,제주항공,국제,HIJ,출발,정기,여객,8273,43,167,0,0,0,68503
May-24,JJA,7C,제주항공,국제,HKG,도착,정기,여객,10140,9,131,48818,0,2844,86275
May-24,JJA,7C,제주항공,국제,HKG,출발,정기,여객,10105,10,97,21245,0,0,97560
May-24,JJA,7C,제주항공,국제,HRB,도착,정기,여객,1994,10,46,0,0,0,28184
May-24,JJA,7C,제주항공,국제,HRB,출발,정기,여객,2245,12,40,91,0,0,28964
May-24,JJA,7C,제주항공,국제,JMU,도착,정기,여객,461,1,0,0,0,0,8667
May-24,JJA,7C,제주항공,국제,JMU,출발,정기,여객,608,7,0,0,0,0,8688
May-24,JJA,7C,제주항공,국제,KIX,도착,정기,여객,21339,60,149,72367,0,0,197198
May-24,JJA,7C,제주항공,국제,KIX,출발,정기,여객,20501,59,217,11126,58,9900,160470
May-24,JJA,7C,제주항공,국제,MFM,도착,정기,여객,5231,42,9,0,0,0,46908
May-24,JJA,7C,제주항공,국제,MFM,출발,정기,여객,5138,41,13,0,0,0,47065
May-24,JJA,7C,제주항공,국제,MNL,도착,정기,여객,4486,27,417,1918,0,1012,54678
May-24,JJA,7C,제주항공,국제,MNL,출발,정기,여객,3600,12,675,28174,0,4651,61322
May-24,JJA,7C,제주항공,국제,MYJ,도착,정기,여객,5523,35,22,0,0,0,53778
May-24,JJA,7C,제주항공,국제,MYJ,출발,정기,여객,5672,34,35,0,0,0,44155
May-24,JJA,7C,제주항공,국제,NGO,도착,정기,여객,10368,50,79,6530,0,0,100584
May-24,JJA,7C,제주항공,국제,NGO,출발,정기,여객,10220,51,160,2736,0,1905,99204
May-24,JJA,7C,제주항공,국제,NRT,도착,정기,여객,27766,91,365,6174,0,0,278502
May-24,JJA,7C,제주항공,국제,NRT,출발,정기,여객,27818,112,737,15864,211,10849,254827
May-24,JJA,7C,제주항공,국제,OIT,도착,정기,여객,3506,32,2,0,0,0,42405
May-24,JJA,7C,제주항공,국제,OIT,출발,정기,여객,3758,38,4,0,0,0,38844
May-24,JJA,7C,제주항공,국제,OKA,도착,정기,여객,5246,156,23,0,0,0,56653
May-24,JJA,7C,제주항공,국제,OKA,출발,정기,여객,5193,144,14,0,0,0,47595
May-24,JJA,7C,제주항공,국제,PKX,도착,정기,여객,137,0,4,0,0,0,1125
May-24,JJA,7C,제주항공,국제,PKX,출발,정기,여객,106,0,8,0,0,0,706
May-24,JJA,7C,제주항공,국제,PQC,도착,정기,여객,5052,56,19,0,0,0,62566
May-24,JJA,7C,제주항공,국제,PQC,출발,정기,여객,5032,63,33,0,0,0,49810
May-24,JJA,7C,제주항공,국제,SJW,도착,정기,여객,1439,2,0,0,0,0,13729
May-24,JJA,7C,제주항공,국제,SJW,출발,정기,여객,1465,3,1,0,0,0,12450
May-24,JJA,7C,제주항공,국제,SPN,도착,정기,여객,9006,89,445,0,0,0,112099
May-24,JJA,7C,제주항공,국제,SPN,출발,정기,여객,8874,88,253,15387,448,0,95343
May-24,JJA,7C,제주항공,국제,TAG,도착,정기,여객,12927,65,66,0,0,0,141801
May-24,JJA,7C,제주항공,국제,TAG,출발,정기,여객,13254,76,39,0,0,0,132014
May-24,JJA,7C,제주항공,국제,TAO,도착,정기,여객,4511,2,419,45644,0,2337,68328
May-24,JJA,7C,제주항공,국제,TAO,출발,정기,여객,4328,2,209,14768,545,0,45967
May-24,JJA,7C,제주항공,국제,TPE,도착,정기,여객,5051,7,109,5479,0,2648,52701
May-24,JJA,7C,제주항공,국제,TPE,출발,정기,여객,5161,8,101,34435,0,0,41973
May-24,JJA,7C,제주항공,국제,UBN,도착,정기,여객,2003,9,150,126,0,0,24535
May-24,JJA,7C,제주항공,국제,UBN,출발,정기,여객,2158,9,110,1849,0,180,27071
May-24,JJA,7C,제주항공,국제,VTE,도착,정기,여객,5341,3,114,11060,0,10849,50978
May-24,JJA,7C,제주항공,국제,VTE,출발,정기,여객,5010,1,95,2081,0,1699,46456
May-24,JJA,7C,제주항공,국제,WEH,도착,정기,여객,4569,5,220,24998,0,0,83565
May-24,JJA,7C,제주항공,국제,WEH,출발,정기,여객,4908,7,123,8691,1,0,65533
May-24,JJA,7C,제주항공,국제,YNJ,도착,정기,여객,2110,5,22,3217,0,3217,28447
May-24,JJA,7C,제주항공,국제,YNJ,출발,정기,여객,2300,5,82,0,0,0,29077
May-24,JJA,7C,제주항공,국제,YNT,도착,정기,화물,0,0,0,477236,1038,0,0
May-24,JJA,7C,제주항공,국제,YNT,출발,정기,화물,0,0,0,351940,3201,134,0
May-24,JNA,LJ,진 에어,국내,CJU,도착,부정기,여객,171,1,0,0,0,0,649
May-24,JNA,LJ,진 에어,국제,BKI,도착,정기,여객,4835,18,139,233,0,0,57406
May-24,JNA,LJ,진 에어,국제,BKI,출발,정기,여객,4908,27,46,352,0,0,49862
May-24,JNA,LJ,진 에어,국제,BKK,도착,정기,여객,9430,25,99,415777,0,0,110383
May-24,JNA,LJ,진 에어,국제,BKK,출발,정기,여객,8876,36,80,143047,0,12208,97321
May-24,JNA,LJ,진 에어,국제,CEB,도착,정기,여객,4847,45,332,0,0,0,58458
May-24,JNA,LJ,진 에어,국제,CEB,출발,정기,여객,4895,48,217,0,0,0,52024
May-24,JNA,LJ,진 에어,국제,CRK,도착,정기,여객,5271,16,202,1083,0,0,65800
May-24,JNA,LJ,진 에어,국제,CRK,출발,정기,여객,5177,22,135,3784,0,0,66584
May-24,JNA,LJ,진 에어,국제,CTS,도착,정기,여객,5424,24,37,0,0,0,59778
May-24,JNA,LJ,진 에어,국제,CTS,출발,정기,여객,5362,24,89,0,0,0,46208
May-24,JNA,LJ,진 에어,국제,CXR,도착,정기,여객,5318,62,23,1808,0,0,65865
May-24,JNA,LJ,진 에어,국제,CXR,출발,정기,여객,5244,60,17,0,0,0,50049
May-24,JNA,LJ,진 에어,국제,DAC,도착,부정기,여객,171,1,0,0,0,0,4774
May-24,JNA,LJ,진 에어,국제,DAC,출발,부정기,여객,105,2,0,0,0,0,4988
May-24,JNA,LJ,진 에어,국제,DAD,도착,정기,여객,5253,25,57,53138,0,0,62390
May-24,JNA,LJ,진 에어,국제,DAD,출발,정기,여객,5180,31,130,1592,0,0,47148
May-24,JNA,LJ,진 에어,국제,FUK,도착,정기,여객,25761,163,67,0,0,0,252753
May-24,JNA,LJ,진 에어,국제,FUK,출발,정기,여객,25133,171,137,0,0,0,182557
May-24,JNA,LJ,진 에어,국제,GUM,도착,정기,여객,5471,108,23,0,0,0,67634
May-24,JNA,LJ,진 에어,국제,GUM,출발,정기,여객,5252,115,13,0,0,0,55764
May-24,JNA,LJ,진 에어,국제,HKT,도착,정기,여객,2911,6,27,0,0,0,34847
May-24,JNA,LJ,진 에어,국제,HKT,출발,정기,여객,2838,11,1,0,0,0,27419
May-24,JNA,LJ,진 에어,국제,KIX,도착,정기,여객,36119,155,158,128776,0,0,341988
May-24,JNA,LJ,진 에어,국제,KIX,도착,부정기,여객,166,1,0,0,0,0,1472
May-24,JNA,LJ,진 에어,국제,KIX,출발,정기,여객,37389,163,370,139167,0,36974,285882
May-24,JNA,LJ,진 에어,국제,KKJ,도착,정기,여객,4541,20,2,0,0,0,44649
May-24,JNA,LJ,진 에어,국제,KKJ,출발,정기,여객,5017,24,2,0,0,0,38288
May-24,JNA,LJ,진 에어,국제,MFM,도착,정기,여객,4500,9,94,25939,0,0,37791
May-24,JNA,LJ,진 에어,국제,MFM,출발,정기,여객,4544,7,113,1113,0,0,40953
May-24,JNA,LJ,진 에어,국제,NGO,도착,정기,여객,10183,50,24,0,0,0,93038
May-24,JNA,LJ,진 에어,국제,NGO,출발,정기,여객,10469,49,201,0,0,0,97848
May-24,JNA,LJ,진 에어,국제,NRT,도착,정기,여객,35149,131,67,211931,0,0,337968
May-24,JNA,LJ,진 에어,국제,NRT,출발,정기,여객,34360,123,227,314330,0,86908,296471
May-24,JNA,LJ,진 에어,국제,OKA,도착,정기,여객,5293,176,33,0,0,0,58506
May-24,JNA,LJ,진 에어,국제,OKA,출발,정기,여객,5372,202,29,0,0,0,47837
May-24,JNA,LJ,진 에어,국제,PQC,도착,정기,여객,1929,26,9,0,0,0,23727
May-24,JNA,LJ,진 에어,국제,PQC,도착,부정기,여객,1304,16,1,0,0,0,15978
May-24,JNA,LJ,진 에어,국제,PQC,출발,정기,여객,1796,23,0,0,0,0,17454
May-24,JNA,LJ,진 에어,국제,PQC,출발,부정기,여객,1066,14,0,0,0,0,10639
May-24,JNA,LJ,진 에어,국제,SHI,도착,정기,여객,179,5,0,0,0,0,2666
May-24,JNA,LJ,진 에어,국제,SHI,출발,정기,여객,357,5,0,0,0,0,3505
May-24,JNA,LJ,진 에어,국제,TPE,도착,정기,여객,10476,34,59,131626,0,0,107056
May-24,JNA,LJ,진 에어,국제,TPE,출발,정기,여객,9598,24,20,173732,0,0,75125
May-24,JST,JQ,젯스타,국제,BNE,도착,정기,여객,3378,23,3,7738,0,1225,45218
May-24,JST,JQ,젯스타,국제,BNE,출발,정기,여객,3327,14,18,46282,0,3567,55440
May-24,JST,JQ,젯스타,국제,SYD,도착,정기,여객,4885,18,3,14386,0,2425,70094
May-24,JST,JQ,젯스타,국제,SYD,출발,정기,여객,4621,18,8,144788,0,9042,69929
May-24,KAL,KE,대한항공,국내,CJU,도착,부정기,여객,445,1,0,0,0,0,2570
May-24,KAL,KE,대한항공,국내,PUS,도착,정기,여객,17793,96,0,0,0,0,337695
May-24,KAL,KE,대한항공,국내,PUS,출발,정기,여객,17263,62,0,0,0,0,344406
May-24,KAL,KE,대한항공,국내,TAE,도착,정기,여객,2370,12,0,0,0,0,46164
May-24,KAL,KE,대한항공,국내,TAE,출발,정기,여객,2416,15,0,0,0,0,50924
May-24,KAL,KE,대한항공,국제,AKL,도착,정기,여객,2564,17,166,80417,9039,0,54136
May-24,KAL,KE,대한항공,국제,AKL,출발,정기,여객,2810,20,45,69551,39060,16626,62749
May-24,KAL,KE,대한항공,국제,ALA,출발,부정기,여객,8,0,0,0,0,0,43
May-24,KAL,KE,대한항공,국제,AMS,도착,정기,화물,0,0,0,529219,127120,3655,0
May-24,KAL,KE,대한항공,국제,AMS,도착,정기,여객,4221,18,214,197490,72206,18463,79981
May-24,KAL,KE,대한항공,국제,AMS,출발,정기,화물,0,0,0,1041266,677020,419,0
May-24,KAL,KE,대한항공,국제,AMS,출발,정기,여객,4608,17,200,325026,213869,3541,83296
May-24,KAL,KE,대한항공,국제,ANC,도착,정기,화물,0,0,0,789,0,0,0
May-24,KAL,KE,대한항공,국제,ANC,출발,정기,화물,0,0,0,14,12,0,0
May-24,KAL,KE,대한항공,국제,AOJ,도착,정기,여객,1008,7,199,0,0,0,14555
May-24,KAL,KE,대한항공,국제,AOJ,출발,정기,여객,1201,6,49,0,0,0,14291
May-24,KAL,KE,대한항공,국제,ARN,도착,정기,화물,0,0,0,233136,50288,0,0
May-24,KAL,KE,대한항공,국제,ARN,출발,정기,화물,0,0,0,80578,43128,0,0
May-24,KAL,KE,대한항공,국제,ATH,도착,부정기,여객,630,0,0,515,0,0,11805
May-24,KAL,KE,대한항공,국제,ATH,출발,부정기,여객,418,0,0,0,0,0,7114
May-24,KAL,KE,대한항공,국제,ATL,도착,정기,여객,6436,35,3939,117254,88781,0,292942
May-24,KAL,KE,대한항공,국제,ATL,출발,정기,화물,0,0,0,929688,441108,0,0
May-24,KAL,KE,대한항공,국제,ATL,출발,정기,여객,5581,55,4666,245485,200437,0,295371
May-24,KAL,KE,대한항공,국제,BCN,도착,정기,여객,4354,4,54,135245,41419,0,82601
May-24,KAL,KE,대한항공,국제,BCN,출발,정기,여객,4524,8,37,121888,105209,0,72516
May-24,KAL,KE,대한항공,국제,BKK,도착,정기,여객,21178,81,7893,2141758,851753,2347,512732
May-24,KAL,KE,대한항공,국제,BKK,도착,부정기,화물,0,0,0,470287,307156,0,0
May-24,KAL,KE,대한항공,국제,BKK,출발,정기,여객,21887,105,6567,805647,474162,42019,456295
May-24,KAL,KE,대한항공,국제,BKK,출발,부정기,화물,0,0,0,72392,63783,0,0
May-24,KAL,KE,대한항공,국제,BNE,도착,정기,여객,2728,39,584,147120,735,0,61425
May-24,KAL,KE,대한항공,국제,BNE,출발,정기,여객,3368,45,415,131180,110742,15909,72556
May-24,KAL,KE,대한항공,국제,BOS,도착,정기,여객,4255,36,3436,52409,10104,0,221078
May-24,KAL,KE,대한항공,국제,BOS,출발,정기,여객,3656,44,3923,402608,320253,0,210148
May-24,KAL,KE,대한항공,국제,BUD,도착,정기,여객,4321,7,64,108213,35807,0,84550
May-24,KAL,KE,대한항공,국제,BUD,출발,정기,여객,4047,9,131,175200,160305,1350,76588
May-24,KAL,KE,대한항공,국제,CAN,도착,정기,화물,0,0,0,3534319,3290064,1099,0
May-24,KAL,KE,대한항공,국제,CAN,도착,정기,여객,4199,12,1256,434671,392246,11539,87387
May-24,KAL,KE,대한항공,국제,CAN,도착,부정기,화물,0,0,0,546135,529130,0,0
May-24,KAL,KE,대한항공,국제,CAN,출발,정기,화물,0,0,0,860876,542987,58356,0
May-24,KAL,KE,대한항공,국제,CAN,출발,정기,여객,4079,15,711,68628,33886,15895,60527
May-24,KAL,KE,대한항공,국제,CAN,출발,부정기,화물,0,0,0,16788,16788,0,0
May-24,KAL,KE,대한항공,국제,CDG,도착,정기,화물,0,0,0,331686,14590,84,0
May-24,KAL,KE,대한항공,국제,CDG,도착,정기,여객,10067,17,222,264519,9150,2364,202755
May-24,KAL,KE,대한항공,국제,CDG,출발,정기,여객,10278,29,211,367855,324944,10536,189591
May-24,KAL,KE,대한항공,국제,CEB,도착,정기,여객,4238,87,2676,69723,10837,0,129121
May-24,KAL,KE,대한항공,국제,CEB,출발,정기,여객,4227,110,2896,104771,91415,0,153426
May-24,KAL,KE,대한항공,국제,CGK,도착,정기,여객,7511,29,651,367829,233817,0,133872
May-24,KAL,KE,대한항공,국제,CGK,출발,정기,화물,0,0,0,163277,131623,0,0
