년도,월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,노선,국가,공항,도착_출발,정기_부정기,여객_화물,운항(편),유임승객(명),무임승객(명),환승객(명),직화물(kg),환적화물(kg),우편물(kg),수하물(kg)
2025,05,APJ,MM,피치 항공,국제,일본,일본,HND,출발,정기,여객,31,5070,13,0,0,0,0,46650
2025,05,APJ,MM,피치 항공,국제,일본,일본,KIX,도착,정기,여객,124,20341,76,0,0,0,0,170562
2025,05,APJ,MM,피치 항공,국제,일본,일본,KIX,도착,부정기,여객,1,188,0,0,0,0,0,1892
2025,05,APJ,MM,피치 항공,국제,일본,일본,KIX,출발,정기,여객,124,16976,55,1,9490,0,0,142971
2025,05,APJ,MM,피치 항공,국제,일본,일본,KIX,출발,부정기,여객,1,181,1,0,0,0,0,2012
2025,05,APZ,YP,에어 프레미아,국제,일본,일본,NRT,도착,정기,여객,26,8113,33,12,187158,0,0,91033
2025,05,APZ,YP,에어 프레미아,국제,일본,일본,NRT,출발,정기,여객,26,8343,28,26,196646,9617,17627,78950
2025,05,APZ,YP,에어 프레미아,국제,동북아,홍콩,HKG,도착,정기,여객,17,5103,13,49,128229,0,0,54518
2025,05,APZ,YP,에어 프레미아,국제,동북아,홍콩,HKG,출발,정기,여객,17,4581,9,283,19470,2731,0,69732
2025,05,APZ,YP,에어 프레미아,국제,동남아,베트남,DAD,도착,정기,여객,18,5207,38,21,140123,0,21264,65696
2025,05,APZ,YP,에어 프레미아,국제,동남아,베트남,DAD,출발,정기,여객,18,5357,32,29,106,4737,0,51036
2025,05,APZ,YP,에어 프레미아,국제,동남아,태국,BKK,도착,정기,여객,22,6677,34,169,470947,0,0,95762
2025,05,APZ,YP,에어 프레미아,국제,동남아,태국,BKK,출발,정기,여객,22,6966,44,123,200529,49284,466,102729
2025,05,APZ,YP,에어 프레미아,국제,미주,미국,EWR,도착,정기,여객,17,4725,33,10,10605,0,0,110273
2025,05,APZ,YP,에어 프레미아,국제,미주,미국,EWR,출발,정기,여객,17,4306,37,218,81125,16803,0,111236
2025,05,APZ,YP,에어 프레미아,국제,미주,미국,LAX,도착,정기,여객,31,8247,43,45,278459,0,941,171907
2025,05,APZ,YP,에어 프레미아,국제,미주,미국,LAX,출발,정기,여객,32,7803,34,35,422448,47128,15117,187488
2025,05,APZ,YP,에어 프레미아,국제,미주,미국,SFO,도착,정기,여객,21,4793,27,540,179336,0,0,102284
2025,05,APZ,YP,에어 프레미아,국제,미주,미국,SFO,출발,정기,여객,21,4334,25,285,350622,15216,0,95421
2025,05,APZ,YP,에어 프레미아,국제,중동,레바논,BEY,도착,부정기,여객,2,293,0,0,0,0,0,14693
2025,05,APZ,YP,에어 프레미아,국제,중동,레바논,BEY,출발,부정기,여객,2,284,0,0,0,0,0,8676
2025,05,APZ,YP,에어 프레미아,국제,기타,방글라데시,DAC,도착,부정기,여객,2,405,23,0,2762,0,0,17174
2025,05,APZ,YP,에어 프레미아,국제,기타,방글라데시,DAC,출발,부정기,여객,2,427,8,0,5049,0,0,20886
2025,05,ASV,RS,에어서울,국내,한국,한국,CJU,도착,부정기,여객,1,166,1,0,0,0,0,545
2025,05,ASV,RS,에어서울,국제,일본,일본,FUK,도착,정기,여객,58,11308,69,6,0,0,0,84707
2025,05,ASV,RS,에어서울,국제,일본,일본,FUK,출발,정기,여객,58,11429,67,10,0,0,0,59213
2025,05,ASV,RS,에어서울,국제,일본,일본,KIX,도착,정기,여객,93,16608,62,8,9552,0,0,128277
2025,05,ASV,RS,에어서울,국제,일본,일본,KIX,도착,부정기,여객,1,215,0,0,0,0,0,2120
2025,05,ASV,RS,에어서울,국제,일본,일본,KIX,출발,정기,여객,93,16500,75,16,251,0,0,106524
2025,05,ASV,RS,에어서울,국제,일본,일본,KIX,출발,부정기,여객,1,208,0,0,0,0,0,1528
2025,05,ASV,RS,에어서울,국제,일본,일본,NRT,도착,정기,여객,80,14756,58,6,56850,0,0,130385
2025,05,ASV,RS,에어서울,국제,일본,일본,NRT,출발,정기,여객,80,15175,52,24,4496,0,7815,128039
2025,05,ASV,RS,에어서울,국제,일본,일본,TAK,도착,정기,여객,31,5488,15,2,0,0,0,46898
2025,05,ASV,RS,에어서울,국제,일본,일본,TAK,출발,정기,여객,31,5611,14,4,0,0,0,36935
2025,05,ASV,RS,에어서울,국제,일본,일본,YGJ,도착,정기,여객,22,3449,16,0,0,0,0,25528
2025,05,ASV,RS,에어서울,국제,일본,일본,YGJ,출발,정기,여객,22,3571,14,3,0,0,0,20601
2025,05,ASV,RS,에어서울,국제,중국,중국,DYG,도착,정기,여객,14,2897,0,0,0,0,0,36462
2025,05,ASV,RS,에어서울,국제,중국,중국,DYG,도착,부정기,여객,9,1439,0,0,0,0,0,16040
2025,05,ASV,RS,에어서울,국제,중국,중국,DYG,출발,정기,여객,14,2881,0,0,0,0,0,28975
2025,05,ASV,RS,에어서울,국제,중국,중국,DYG,출발,부정기,여객,8,1275,0,0,0,0,0,11669
2025,05,ASV,RS,에어서울,국제,동남아,베트남,CXR,도착,정기,여객,31,5989,46,1,0,0,0,62873
2025,05,ASV,RS,에어서울,국제,동남아,베트남,CXR,출발,정기,여객,31,6149,53,1,0,0,0,40458
2025,05,ASV,RS,에어서울,국제,동남아,베트남,DAD,도착,정기,여객,27,5167,12,5,42533,0,9234,49540
2025,05,ASV,RS,에어서울,국제,동남아,베트남,DAD,출발,정기,여객,27,5269,15,3,0,0,0,32773
2025,05,ASV,RS,에어서울,국제,동남아,필리핀,TAG,도착,정기,여객,31,5147,19,4,0,0,0,39278
2025,05,ASV,RS,에어서울,국제,동남아,필리핀,TAG,출발,정기,여객,31,5062,21,17,0,0,0,33739
2025,05,AXM,AK,에어아시아버하드,국제,동남아,말레이시아,BKI,도착,정기,여객,31,3149,19,0,0,0,0,23359
2025,05,AXM,AK,에어아시아버하드,국제,동남아,말레이시아,BKI,출발,정기,여객,31,2481,13,25,0,0,0,20695
2025,05,AZG,7L,실크웨이웨스트항공,국제,유럽,아제르바이잔,GYD,도착,정기,화물,9,0,0,0,838347,0,0,0
2025,05,AZG,7L,실크웨이웨스트항공,국제,유럽,아제르바이잔,GYD,출발,정기,화물,9,0,0,0,924737,0,0,0
2025,05,BOX,3S,에어로로직,국제,동북아,홍콩,HKG,출발,정기,화물,0,0,0,0,56357,0,0,0
2025,05,BOX,3S,에어로로직,국제,동북아,홍콩,HKG,출발,부정기,화물,4,0,0,0,2500,0,0,0
2025,05,BOX,3S,에어로로직,국제,유럽,독일,LEJ,도착,정기,화물,27,0,0,0,1990691,0,0,0
2025,05,BOX,3S,에어로로직,국제,유럽,독일,LEJ,도착,부정기,화물,4,0,0,0,346868,0,0,0
2025,05,BOX,3S,에어로로직,국제,유럽,독일,LEJ,출발,정기,화물,27,0,0,0,0,0,0,0
2025,05,CAL,CI,중화항공,국제,동북아,대만,KHH,도착,정기,여객,31,7040,43,95,76853,0,0,82889
2025,05,CAL,CI,중화항공,국제,동북아,대만,KHH,출발,정기,여객,31,6378,32,19,68724,0,0,108266
2025,05,CAL,CI,중화항공,국제,동북아,대만,TPE,도착,정기,여객,62,15607,78,214,660587,0,14287,192068
2025,05,CAL,CI,중화항공,국제,동북아,대만,TPE,도착,부정기,여객,4,551,5,2,0,0,927,6606
2025,05,CAL,CI,중화항공,국제,동북아,대만,TPE,출발,정기,여객,62,15230,80,211,490020,0,10020,262863
2025,05,CAL,CI,중화항공,국제,동북아,대만,TPE,출발,부정기,여객,4,621,8,2,0,0,0,8839
2025,05,CCA,CA,중국국제항공,국제,중국,중국,CKG,도착,정기,여객,29,2945,7,83,7758,0,0,33182
2025,05,CCA,CA,중국국제항공,국제,중국,중국,CKG,출발,정기,여객,29,2906,7,27,20493,0,0,34473
2025,05,CCA,CA,중국국제항공,국제,중국,중국,HGH,도착,정기,여객,31,4831,9,48,7583,0,0,52091
2025,05,CCA,CA,중국국제항공,국제,중국,중국,HGH,출발,정기,여객,31,4767,10,16,9588,0,0,60413
2025,05,CCA,CA,중국국제항공,국제,중국,중국,PEK,도착,정기,여객,93,12181,36,1597,29912,0,2197,169541
2025,05,CCA,CA,중국국제항공,국제,중국,중국,PEK,도착,부정기,여객,1,112,1,24,45,0,0,1537
2025,05,CCA,CA,중국국제항공,국제,중국,중국,PEK,출발,정기,여객,93,13720,56,315,17418,0,2946,213423
2025,05,CCA,CA,중국국제항공,국제,중국,중국,PEK,출발,부정기,여객,1,152,0,0,16,0,0,1525
2025,05,CCA,CA,중국국제항공,국제,중국,중국,PKX,도착,정기,여객,31,2788,10,1110,10901,0,0,40833
2025,05,CCA,CA,중국국제항공,국제,중국,중국,PKX,출발,정기,여객,31,4133,9,12,0,0,0,53026
2025,05,CCA,CA,중국국제항공,국제,중국,중국,TFU,도착,정기,여객,31,3958,12,196,15719,0,0,47511
2025,05,CCA,CA,중국국제항공,국제,중국,중국,TFU,출발,정기,여객,31,4171,20,29,8977,0,0,51820
2025,05,CCA,CA,중국국제항공,국제,중국,중국,TSN,도착,정기,여객,18,1573,3,344,7304,0,0,20333
2025,05,CCA,CA,중국국제항공,국제,중국,중국,TSN,출발,정기,여객,18,2198,11,10,2389,0,0,27616
2025,05,CCA,CA,중국국제항공,국제,중국,중국,WNZ,도착,정기,여객,13,1366,4,5,55,0,0,13790
2025,05,CCA,CA,중국국제항공,국제,중국,중국,WNZ,출발,정기,여객,13,1344,5,6,0,0,0,17039
2025,05,CCA,CA,중국국제항공,국제,중국,중국,YNJ,도착,정기,여객,31,3492,13,200,0,0,3724,51260
2025,05,CCA,CA,중국국제항공,국제,중국,중국,YNJ,출발,정기,여객,31,4302,22,65,0,0,0,55446
2025,05,CDG,SC,산동항공,국제,중국,중국,TAO,도착,정기,여객,210,25902,47,580,263360,0,14425,350342
2025,05,CDG,SC,산동항공,국제,중국,중국,TAO,출발,정기,여객,211,27154,63,661,7775,0,0,325807
2025,05,CDG,SC,산동항공,국제,중국,중국,TNA,도착,정기,여객,63,8918,8,183,76775,0,0,101061
2025,05,CDG,SC,산동항공,국제,중국,중국,TNA,출발,정기,여객,62,8782,13,187,2745,0,0,108963
2025,05,CDG,SC,산동항공,국제,중국,중국,YNT,도착,정기,여객,30,3606,5,28,35524,0,0,57432
2025,05,CDG,SC,산동항공,국제,중국,중국,YNT,출발,정기,여객,30,3967,1,135,73,0,0,60154
2025,05,CEB,5J,세부퍼시픽항공,국제,동남아,필리핀,CEB,도착,정기,여객,28,5172,21,1,2369,0,0,52476
2025,05,CEB,5J,세부퍼시픽항공,국제,동남아,필리핀,CEB,출발,정기,여객,28,4093,17,3,3021,0,0,42907
2025,05,CEB,5J,세부퍼시픽항공,국제,동남아,필리핀,MNL,도착,정기,여객,61,15291,81,0,76633,0,0,171272
2025,05,CEB,5J,세부퍼시픽항공,국제,동남아,필리핀,MNL,출발,정기,여객,62,13662,69,5,332942,0,0,200121
2025,05,CES,MU,중국동방항공,국제,중국,중국,HGH,도착,정기,여객,31,4436,7,14,48988,0,0,43907
2025,05,CES,MU,중국동방항공,국제,중국,중국,HGH,출발,정기,여객,31,4339,9,35,10452,0,0,55079
2025,05,CES,MU,중국동방항공,국제,중국,중국,KMG,도착,정기,여객,15,1621,4,0,5498,0,0,20781
2025,05,CES,MU,중국동방항공,국제,중국,중국,KMG,출발,정기,여객,16,1555,2,11,7,0,0,20639
2025,05,CES,MU,중국동방항공,국제,중국,중국,NKG,도착,정기,여객,61,7317,12,109,71271,0,0,75909
2025,05,CES,MU,중국동방항공,국제,중국,중국,NKG,출발,정기,여객,61,7273,15,175,9734,0,0,93901
2025,05,CES,MU,중국동방항공,국제,중국,중국,PKX,도착,정기,여객,31,4799,8,45,11388,0,0,106259
2025,05,CES,MU,중국동방항공,국제,중국,중국,PKX,출발,정기,여객,31,5094,12,30,4576,0,0,94597
2025,05,CES,MU,중국동방항공,국제,중국,중국,PVG,도착,정기,여객,133,25506,59,154,626105,0,0,365013
2025,05,CES,MU,중국동방항공,국제,중국,중국,PVG,출발,정기,여객,133,26370,54,214,408180,0,5473,373161
2025,05,CES,MU,중국동방항공,국제,중국,중국,TAO,도착,정기,여객,121,17688,46,196,282517,0,0,212293
2025,05,CES,MU,중국동방항공,국제,중국,중국,TAO,출발,정기,여객,121,18270,41,204,3153,0,0,195337
2025,05,CES,MU,중국동방항공,국제,중국,중국,WEH,도착,정기,여객,31,4172,20,215,23477,0,0,70169
2025,05,CES,MU,중국동방항공,국제,중국,중국,WEH,출발,정기,여객,31,3804,19,178,25460,0,0,48072
2025,05,CES,MU,중국동방항공,국제,중국,중국,WUX,도착,정기,여객,31,4292,20,7,37269,0,0,45428
2025,05,CES,MU,중국동방항공,국제,중국,중국,WUX,출발,정기,여객,31,4279,17,29,0,0,0,51822
2025,05,CES,MU,중국동방항공,국제,중국,중국,XIY,도착,정기,여객,31,1676,1,21,963,0,0,16187
2025,05,CES,MU,중국동방항공,국제,중국,중국,XIY,출발,정기,여객,31,1802,0,4,10581,0,0,20575
2025,05,CES,MU,중국동방항공,국제,중국,중국,YNJ,도착,정기,여객,31,3784,13,11,0,0,0,52703
2025,05,CES,MU,중국동방항공,국제,중국,중국,YNJ,출발,정기,여객,31,4102,15,17,0,0,0,43417
2025,05,CES,MU,중국동방항공,국제,중국,중국,YNT,도착,정기,여객,86,10327,13,390,155542,0,0,140273
2025,05,CES,MU,중국동방항공,국제,중국,중국,YNT,출발,정기,여객,86,9964,16,184,63585,0,0,118486
2025,05,CHH,HU,중국해남항공,국제,중국,중국,HAK,도착,정기,여객,18,2332,5,0,0,0,0,32095
2025,05,CHH,HU,중국해남항공,국제,중국,중국,HAK,출발,정기,여객,18,1254,2,9,870,0,0,21653
2025,05,CKK,CK,중국화물항공,국제,중국,중국,PVG,도착,정기,화물,14,0,0,0,1126514,65725,0,0
2025,05,CKK,CK,중국화물항공,국제,중국,중국,PVG,도착,부정기,화물,2,0,0,0,168714,0,0,0
2025,05,CKK,CK,중국화물항공,국제,중국,중국,PVG,출발,정기,화물,14,0,0,0,504574,0,0,0
2025,05,CKK,CK,중국화물항공,국제,중국,중국,PVG,출발,부정기,화물,2,0,0,0,81331,0,0,0
2025,05,CKS,K4,칼리타항공,국제,일본,일본,NGO,출발,정기,화물,0,0,0,0,972525,0,0,0
2025,05,CKS,K4,칼리타항공,국제,일본,일본,NRT,도착,정기,화물,0,0,0,0,128738,0,0,0
2025,05,CKS,K4,칼리타항공,국제,중국,중국,PVG,출발,부정기,화물,3,0,0,0,0,0,0,0
2025,05,CKS,K4,칼리타항공,국제,동북아,홍콩,HKG,도착,정기,화물,2,0,0,0,0,0,0,0
2025,05,CKS,K4,칼리타항공,국제,동북아,홍콩,HKG,출발,정기,화물,0,0,0,0,896119,0,0,0
2025,05,CKS,K4,칼리타항공,국제,동남아,베트남,HAN,도착,부정기,화물,7,0,0,0,0,0,0,0
2025,05,CKS,K4,칼리타항공,국제,동남아,베트남,HAN,출발,부정기,화물,7,0,0,0,0,0,0,0
2025,05,CKS,K4,칼리타항공,국제,미주,미국,ANC,도착,정기,화물,2,0,0,0,0,0,0,0
2025,05,CKS,K4,칼리타항공,국제,미주,미국,ANC,출발,정기,화물,13,0,0,0,0,0,0,0
2025,05,CKS,K4,칼리타항공,국제,미주,미국,ANC,출발,부정기,화물,7,0,0,0,52168,0,0,0
2025,05,CKS,K4,칼리타항공,국제,미주,미국,CVG,도착,정기,화물,27,0,0,0,262673,0,0,0
2025,05,CKS,K4,칼리타항공,국제,미주,미국,CVG,출발,정기,화물,46,0,0,0,234895,0,0,0
2025,05,CKS,K4,칼리타항공,국제,미주,미국,LAX,도착,정기,화물,14,0,0,0,377940,0,0,0
2025,05,CKS,K4,칼리타항공,국제,미주,미국,ORD,도착,정기,화물,13,0,0,0,279029,0,0,0
2025,05,CKS,K4,칼리타항공,국제,미주,미국,ORD,도착,부정기,화물,11,0,0,0,59119,0,0,0
2025,05,CLX,CV,카고룩스항공,국제,유럽,룩셈부르크,LUX,도착,정기,화물,13,0,0,0,672289,0,0,0
2025,05,CLX,CV,카고룩스항공,국제,유럽,룩셈부르크,LUX,출발,정기,화물,13,0,0,0,1062146,0,0,0
2025,05,CLX,CV,카고룩스항공,국제,유럽,아제르바이잔,GYD,출발,정기,화물,0,0,0,0,101303,0,0,0
2025,05,CPA,CX,캐세이퍼시픽항공,국제,동북아,홍콩,HKG,도착,정기,화물,12,0,0,0,424773,689,0,0
2025,05,CPA,CX,캐세이퍼시픽항공,국제,동북아,홍콩,HKG,도착,정기,여객,114,29640,81,165,1010581,0,60013,385814
2025,05,CPA,CX,캐세이퍼시픽항공,국제,동북아,홍콩,HKG,출발,정기,화물,12,0,0,0,284251,0,0,0
2025,05,CPA,CX,캐세이퍼시픽항공,국제,동북아,홍콩,HKG,출발,정기,여객,114,29267,98,146,565036,0,9307,486529
2025,05,CQH,9C,춘추항공,국제,중국,중국,PVG,도착,정기,여객,18,3130,2,0,2298,0,1712,24877
2025,05,CQH,9C,춘추항공,국제,중국,중국,PVG,출발,정기,여객,18,3021,1,3,1128,0,2989,28256
2025,05,CQH,9C,춘추항공,국제,중국,중국,SJW,도착,정기,여객,9,1379,0,0,0,0,0,11445
2025,05,CQH,9C,춘추항공,국제,중국,중국,SJW,출발,정기,여객,9,1330,2,6,0,0,0,12376
2025,05,CQH,9C,춘추항공,국제,중국,중국,YTY,도착,정기,여객,8,1263,3,0,0,0,0,11245
2025,05,CQH,9C,춘추항공,국제,중국,중국,YTY,출발,정기,여객,8,1147,4,3,0,0,0,12475
2025,05,CRK,HX,홍콩항공,국제,동북아,홍콩,HKG,도착,정기,여객,43,7074,18,46,56466,0,4442,68759
2025,05,CRK,HX,홍콩항공,국제,동북아,홍콩,HKG,출발,정기,여객,43,6382,12,41,15704,0,0,82419
2025,05,CSC,3U,사천항공,국제,중국,중국,TFU,도착,정기,여객,14,1977,4,2,2315,0,19,24622
2025,05,CSC,3U,사천항공,국제,중국,중국,TFU,출발,정기,여객,14,1981,2,2,9077,0,0,25273
2025,05,CSH,FM,상하이 항공,국제,중국,중국,PVG,도착,정기,여객,31,4736,10,40,6580,0,22,60108
2025,05,CSH,FM,상하이 항공,국제,중국,중국,PVG,출발,정기,여객,31,4792,9,83,247,0,0,78843
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,CAN,도착,정기,여객,82,11443,46,156,130426,0,4365,158466
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,CAN,출발,정기,여객,82,12058,52,41,10758,0,5041,198082
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,CGO,도착,정기,여객,13,1600,6,6,3776,0,1498,17211
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,CGO,출발,정기,여객,13,1415,4,19,0,0,0,18889
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,CGQ,도착,정기,여객,27,2982,12,21,157,0,2488,39497
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,CGQ,출발,정기,여객,27,4038,16,28,0,0,5986,54712
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,CSX,도착,정기,여객,9,1194,0,7,2291,0,6541,13175
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,CSX,출발,정기,여객,9,1018,5,2,73,0,0,11356
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,DLC,도착,정기,여객,55,7495,24,31,83677,0,0,80485
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,DLC,출발,정기,여객,55,8292,27,86,8432,0,0,95720
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,HRB,도착,정기,여객,27,2500,7,4,2629,0,335,35449
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,HRB,출발,정기,여객,27,2330,16,54,0,0,6452,32009
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,PKX,도착,정기,여객,31,5393,9,0,31310,0,0,74765
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,PKX,출발,정기,여객,31,5398,8,38,13569,0,0,83646
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,PVG,도착,정기,여객,62,9957,18,12,157059,0,0,104308
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,PVG,출발,정기,여객,62,10516,17,231,8496,0,4143,117478
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,SHE,도착,정기,여객,51,6761,27,128,7374,0,4249,88731
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,SHE,출발,정기,여객,51,7656,35,240,5164,0,4309,106096
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,SZX,도착,정기,여객,27,3759,2,18,37441,0,0,36661
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,SZX,출발,정기,여객,27,3990,4,2,2177,0,0,49268
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,TXN,도착,부정기,여객,9,1404,0,0,0,0,0,16531
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,TXN,출발,부정기,여객,9,1331,0,0,0,0,0,12501
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,YNJ,도착,정기,여객,31,4353,33,8,254,0,7775,67873
2025,05,CSN,CZ,중국남방항공,국제,중국,중국,YNJ,출발,정기,여객,31,4691,52,30,0,0,23588,64552
2025,05,CSS,O3,슌펑(순풍) 항공,국제,중국,중국,EHU,도착,정기,화물,21,0,0,0,343532,0,0,0
2025,05,CSS,O3,슌펑(순풍) 항공,국제,중국,중국,EHU,출발,정기,화물,21,0,0,0,91433,0,0,0
2025,05,CSS,O3,슌펑(순풍) 항공,국제,중국,중국,YNT,도착,정기,화물,21,0,0,0,413547,0,0,0
2025,05,CSS,O3,슌펑(순풍) 항공,국제,중국,중국,YNT,출발,정기,화물,21,0,0,0,215960,0,0,0
2025,05,CSZ,ZH,심천항공,국제,중국,중국,SZX,도착,정기,여객,62,8375,17,63,62622,0,0,86940
2025,05,CSZ,ZH,심천항공,국제,중국,중국,SZX,출발,정기,여객,62,8310,20,42,5603,0,0,104298
2025,05,CSZ,ZH,심천항공,국제,중국,중국,WUX,도착,정기,여객,13,1890,6,0,6266,0,0,19018
2025,05,CSZ,ZH,심천항공,국제,중국,중국,WUX,출발,정기,여객,13,1783,6,7,0,0,0,21152
2025,05,CTJ,HT,천진에어카고,국제,중국,중국,TNA,도착,정기,화물,22,0,0,0,396291,0,0,0
2025,05,CTJ,HT,천진에어카고,국제,중국,중국,TNA,출발,정기,화물,22,0,0,0,0,0,0,0
2025,05,CXA,MF,중국하문항공,국제,중국,중국,FOC,도착,정기,여객,22,2905,3,44,11590,0,568,32219
2025,05,CXA,MF,중국하문항공,국제,중국,중국,FOC,출발,정기,여객,22,2098,5,229,1340,0,0,32253
2025,05,CXA,MF,중국하문항공,국제,중국,중국,XMN,도착,정기,여객,31,4623,15,45,41079,0,0,54067
2025,05,CXA,MF,중국하문항공,국제,중국,중국,XMN,출발,정기,여객,31,4224,19,65,12503,0,0,60033
2025,05,CYZ,CF,중국우정항공,국제,중국,중국,XIY,도착,정기,화물,12,0,0,0,94925,0,102,0
2025,05,CYZ,CF,중국우정항공,국제,중국,중국,XIY,출발,정기,화물,12,0,0,0,127172,0,0,0
2025,05,DAL,DL,델타항공,국제,미주,미국,ATL,도착,정기,여객,62,10121,62,6295,76230,0,26,435800
2025,05,DAL,DL,델타항공,국제,미주,미국,ATL,출발,정기,여객,62,8691,51,6883,708623,0,0,439320
2025,05,DAL,DL,델타항공,국제,미주,미국,ATL,출발,부정기,화물,1,0,0,0,8028,0,0,0
2025,05,DAL,DL,델타항공,국제,미주,미국,DTW,도착,정기,여객,31,4899,34,3290,15610,0,0,209820
2025,05,DAL,DL,델타항공,국제,미주,미국,DTW,출발,정기,여객,31,4007,20,4108,390649,0,0,216260
2025,05,DAL,DL,델타항공,국제,미주,미국,MSP,도착,정기,여객,30,4368,40,4005,40291,0,13,217580
2025,05,DAL,DL,델타항공,국제,미주,미국,MSP,출발,정기,여객,29,3424,32,4438,348452,0,0,209880
2025,05,DAL,DL,델타항공,국제,미주,미국,SEA,도착,정기,여객,30,4200,45,4527,36089,0,2640,216020
2025,05,DAL,DL,델타항공,국제,미주,미국,SEA,출발,정기,여객,31,3780,34,3942,329357,0,0,204880
2025,05,DAL,DL,델타항공,국제,미주,미국,SEA,출발,부정기,화물,2,0,0,0,13352,0,0,0
2025,05,DLH,LH,루프트한자항공,국제,유럽,독일,FRA,도착,정기,여객,31,8226,22,95,303327,0,14542,140465
2025,05,DLH,LH,루프트한자항공,국제,유럽,독일,FRA,출발,정기,여객,31,8491,34,144,268087,0,4119,157379
2025,05,DLH,LH,루프트한자항공,국제,유럽,독일,MUC,도착,정기,여객,31,8238,31,96,275606,0,88,136239
2025,05,DLH,LH,루프트한자항공,국제,유럽,독일,MUC,출발,정기,여객,31,8548,28,87,265584,0,0,148240
2025,05,EOK,RF,에어로케이,국제,일본,일본,KIX,도착,부정기,여객,24,2359,4,0,0,0,0,12457
2025,05,EOK,RF,에어로케이,국제,일본,일본,KIX,출발,부정기,여객,24,2637,3,0,0,0,0,13358
2025,05,EOK,RF,에어로케이,국제,일본,일본,NRT,도착,정기,여객,8,1099,1,0,0,0,0,10944
2025,05,EOK,RF,에어로케이,국제,일본,일본,NRT,출발,정기,여객,7,1091,1,0,0,0,0,10231
2025,05,EOK,RF,에어로케이,국제,중국,중국,TNA,도착,정기,여객,37,3056,3,0,0,0,0,29351
2025,05,EOK,RF,에어로케이,국제,중국,중국,TNA,출발,정기,여객,37,3021,1,12,0,0,0,28122
2025,05,ESR,ZE,이스타 항공,국내,한국,한국,CJU,도착,부정기,여객,5,661,3,0,0,0,0,3484
2025,05,ESR,ZE,이스타 항공,국제,일본,일본,CTS,도착,정기,여객,31,5111,11,0,0,0,0,51865
2025,05,ESR,ZE,이스타 항공,국제,일본,일본,CTS,출발,정기,여객,31,5046,12,1,0,0,0,39603
2025,05,ESR,ZE,이스타 항공,국제,일본,일본,FUK,도착,정기,여객,62,10640,24,1,0,0,0,81262
2025,05,ESR,ZE,이스타 항공,국제,일본,일본,FUK,출발,정기,여객,62,10952,27,3,0,0,0,55542
2025,05,ESR,ZE,이스타 항공,국제,일본,일본,KIX,도착,정기,여객,93,15065,40,4,0,0,0,125187
2025,05,ESR,ZE,이스타 항공,국제,일본,일본,KIX,출발,정기,여객,93,15239,41,6,0,0,0,104800
2025,05,ESR,ZE,이스타 항공,국제,일본,일본,NRT,도착,정기,여객,62,11186,10,1,146,0,0,103679
2025,05,ESR,ZE,이스타 항공,국제,일본,일본,NRT,도착,부정기,여객,4,738,2,0,0,0,0,5928
2025,05,ESR,ZE,이스타 항공,국제,일본,일본,NRT,출발,정기,여객,62,11381,11,6,8331,0,0,101375
2025,05,ESR,ZE,이스타 항공,국제,일본,일본,OKA,도착,정기,여객,31,5466,115,0,0,0,0,53906
2025,05,ESR,ZE,이스타 항공,국제,일본,일본,OKA,출발,정기,여객,31,5114,94,2,0,0,0,38211
2025,05,ESR,ZE,이스타 항공,국제,일본,일본,TKS,도착,정기,여객,14,1736,7,0,0,0,0,10477
2025,05,ESR,ZE,이스타 항공,국제,일본,일본,TKS,출발,정기,여객,14,1826,7,0,0,0,0,9385
2025,05,ESR,ZE,이스타 항공,국제,중국,중국,CGO,도착,정기,여객,18,2398,2,1,0,0,0,20503
2025,05,ESR,ZE,이스타 항공,국제,중국,중국,CGO,출발,정기,여객,17,2510,1,4,0,0,0,20277
2025,05,ESR,ZE,이스타 항공,국제,중국,중국,PVG,도착,정기,여객,31,4963,5,1,5112,0,0,36263
2025,05,ESR,ZE,이스타 항공,국제,중국,중국,PVG,출발,정기,여객,31,5334,5,62,24438,0,0,40094
2025,05,ESR,ZE,이스타 항공,국제,동북아,대만,TPE,도착,정기,여객,17,3050,3,0,1552,0,0,28031
